personLabel,birthdate,birthplaceLabel,birthcoord,deathdate,deathplaceLabel,deathcoord,occupationLabel,genderLabel,bloc,dloc
Mahesh Kathi,1976-12-12T00:00:00Z,Chittoor district,Point(79.0997 13.21622),2021-07-10T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"13.21622,79.0997","13.0825,80.275"
Manoj Bharathiraja,1976-09-11T00:00:00Z,Theni Allinagaram,Point(77.483333333 10.0),2025-03-25T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.0,77.483333333","13.0825,80.275"
Bhavatharini,1976-07-23T00:00:00Z,Chennai,Point(80.275 13.0825),2024-01-25T00:00:00Z,Colombo,Point(79.833333333 6.916666666),,female,"13.0825,80.275","6.916666666,79.833333333"
Saurabh Kalia,1976-06-30T00:00:00Z,Amritsar,Point(74.87704 31.626917),1999-06-21T00:00:00Z,Kargil district,Point(76.4 34.016666666),,male,"31.626917,74.87704","34.016666666,76.4"
Shamnad Basheer,1976-05-14T00:00:00Z,Kulathupuzha,Point(77.055501 8.9082295),2019-08-08T00:00:00Z,Chikkamagaluru,Point(75.783333333 13.316666666),,male,"8.9082295,77.055501","13.316666666,75.783333333"
Shamnad Basheer,1976-05-14T00:00:00Z,Kulathupuzha,Point(77.055501 8.9082295),2019-08-08T00:00:00Z,Chikkamagaluru,Point(75.773888888 13.322222222),,male,"8.9082295,77.055501","13.322222222,75.773888888"
Sameer Sharma,1976-05-03T00:00:00Z,Delhi,Point(77.216666666 28.666666666),2020-08-04T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"28.666666666,77.216666666","19.075833333,72.8775"
Abir Goswami,1976-04-21T00:00:00Z,Kolkata,Point(88.37 22.5675),2013-05-31T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.5675,88.37","19.075833333,72.8775"
Bullet Prakash,1976-04-03T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),2020-04-06T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.9791198,77.5912997","12.9791198,77.5912997"
Kuljeet Randhawa,1976-01-01T00:00:00Z,Patiala,Point(76.633333333 30.566666666),2006-02-08T00:00:00Z,Juhu,Point(72.83 19.1),,female,"30.566666666,76.633333333","19.1,72.83"
Kuljeet Randhawa,1976-01-01T00:00:00Z,Patiala,Point(76.633333333 30.566666666),2006-02-08T00:00:00Z,Juhu,Point(72.833333333 19.1),,female,"30.566666666,76.633333333","19.1,72.833333333"
Deepali Joshi-Shah,1976-01-01T00:00:00Z,Ajmer,Point(74.639 26.468),2012-01-27T00:00:00Z,Kuwait,Point(47.6 29.166667),,female,"26.468,74.639","29.166667,47.6"
Prasanna Kalahasthi,1976-01-01T00:00:00Z,India,Point(83.0 22.8),2001-10-01T00:00:00Z,Los Angeles,Point(-118.24368 34.05223),,female,"22.8,83.0","34.05223,-118.24368"
Amit Jethwa,1975-12-31T00:00:00Z,Gujarat,Point(72.655 23.22),2010-07-20T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"23.22,72.655","23.021944444,72.579722222"
Nawang Kapadia,1975-12-15T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2000-11-11T00:00:00Z,Kupwara district,Point(74.25 34.52),,male,"19.075833333,72.8775","34.52,74.25"
Sukhbir Singh Gill,1975-12-14T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),2024-01-26T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),,male,"30.735277777,76.791111111","30.735277777,76.791111111"
Sukhbir Singh Gill,1975-12-14T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),2024-01-26T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),,male,"30.736388888,76.788333333","30.735277777,76.791111111"
Sukhbir Singh Gill,1975-12-14T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),2024-01-26T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),,male,"30.735277777,76.791111111","30.736388888,76.788333333"
Sukhbir Singh Gill,1975-12-14T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),2024-01-26T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),,male,"30.736388888,76.788333333","30.736388888,76.788333333"
Daniel Balaji,1975-12-02T00:00:00Z,Bengaluru Urban district,Point(77.560288888 12.970213888),2024-03-29T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"12.970213888,77.560288888","13.0825,80.275"
Dolly Sohi,1975-09-15T00:00:00Z,Amritsar,Point(74.87704 31.626917),2024-03-08T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"31.626917,74.87704","19.075833333,72.8775"
Maneej Premnath,1975-09-14T00:00:00Z,Thalassery,Point(75.49 11.75),2012-10-27T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"11.75,75.49","19.075833333,72.8775"
Anuj Nayyar,1975-08-28T00:00:00Z,Delhi,Point(77.216666666 28.666666666),1999-07-07T00:00:00Z,Kargil district,Point(76.4 34.016666666),,male,"28.666666666,77.216666666","34.016666666,76.4"
Na. Muthukumar,1975-07-13T00:00:00Z,Kanchipuram,Point(79.707777777 12.830833333),2016-08-14T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"12.830833333,79.707777777","13.0825,80.275"
Na. Muthukumar,1975-07-12T00:00:00Z,Kanchipuram,Point(79.707777777 12.830833333),2016-08-14T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"12.830833333,79.707777777","13.0825,80.275"
Manoj Kumar Pandey,1975-06-25T00:00:00Z,Lucknow,Point(80.947 26.847),1999-07-03T00:00:00Z,Kargil district,Point(76.4 34.016666666),,male,"26.847,80.947","34.016666666,76.4"
Dr. Puneeth Rajkumar,1975-03-17T00:00:00Z,Chennai,Point(80.275 13.0825),2021-10-29T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.0825,80.275","12.9791198,77.5912997"
Guddu Khan,1975-01-01T00:00:00Z,Khandwa,Point(76.33 21.83),1986-01-01T00:00:00Z,Burhanpur railway station,Point(76.1986787 21.3343976),,male,"21.83,76.33","21.3343976,76.1986787"
Suzette Jordan,1974-10-21T00:00:00Z,Kolkata,Point(88.37 22.5675),2015-03-13T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"22.5675,88.37","22.5675,88.37"
Vikram Batra,1974-09-09T00:00:00Z,Palampur,Point(76.53 32.12),1999-07-07T00:00:00Z,Kargil district,Point(76.4 34.016666666),,male,"32.12,76.53","34.016666666,76.4"
Malli Mastan Babu,1974-09-03T00:00:00Z,Nellore,Point(79.966666666 14.433333333),2015-03-24T00:00:00Z,Nevado Tres Cruces,Point(-68.778055555 -27.098055555),,male,"14.433333333,79.966666666","-27.098055555,-68.778055555"
Rajesh Pillai,1974-07-10T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),2016-02-27T00:00:00Z,Kochi,Point(76.283333333 9.966666666),,male,"8.4875,76.9525","9.966666666,76.283333333"
Chakri,1974-06-15T00:00:00Z,Mahabubabad,Point(80.00207 17.59728),2014-12-15T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.59728,80.00207","17.361666666,78.474722222"
Chakri,1974-06-15T00:00:00Z,Mahabubabad,Point(80.0167 17.6167),2014-12-15T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.6167,80.0167","17.361666666,78.474722222"
Tushar Ranganath,1974-03-31T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),2011-12-20T00:00:00Z,Mysore,Point(76.653055555 12.308611111),,male,"12.9791198,77.5912997","12.308611111,76.653055555"
Divya Bharti,1974-02-25T00:00:00Z,Mumbai,Point(72.8775 19.075833333),1993-04-05T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"19.075833333,72.8775","19.075833333,72.8775"
Dhruv Pandove,1974-01-09T00:00:00Z,Patiala,Point(76.633333333 30.566666666),1992-01-31T00:00:00Z,Ambala,Point(76.7725 30.378611111),,male,"30.566666666,76.633333333","30.378611111,76.7725"
Thenmozhi Rajaratnam,1974-01-01T00:00:00Z,Tamil Eelam,Point(80.5 8.75),1991-05-21T00:00:00Z,Sriperumbudur,Point(79.95 12.97),,female,"8.75,80.5","12.97,79.95"
Asim Umar,1974-01-01T00:00:00Z,Uttar Pradesh,Point(80.91 26.85),2019-09-23T00:00:00Z,Afghanistan,Point(66.0 33.0),,male,"26.85,80.91","33.0,66.0"
Amit Mistry,1974-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2021-04-23T00:00:00Z,Andheri,Point(72.846944444 19.119166666),,male,"19.075833333,72.8775","19.119166666,72.846944444"
Satyendra Dubey,1973-11-27T00:00:00Z,Shahpur,Point(84.45 25.58),2003-11-27T00:00:00Z,Gaya,Point(85.016666666 24.75),,male,"25.58,84.45","24.75,85.016666666"
Kandikonda,1973-10-13T00:00:00Z,Narsampet Mandal,Point(79.8969 17.9264),2022-03-12T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.9264,79.8969","17.361666666,78.474722222"
Inder Kumar,1973-08-26T00:00:00Z,Jaipur,Point(75.82 26.915),2017-07-28T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"26.915,75.82","19.075833333,72.8775"
Swarnalatha,1973-04-29T00:00:00Z,Chittur,Point(76.75 10.7),2010-09-12T00:00:00Z,Chennai,Point(80.275 13.0825),,female,"10.7,76.75","13.0825,80.275"
Puneet Nath Dutt,1973-04-29T00:00:00Z,Jodhpur,Point(73.027777777 26.294444444),1997-07-20T00:00:00Z,Nowshera,Point(74.8 34.13),,male,"26.294444444,73.027777777","34.13,74.8"
M. Suresh Kumar,1973-04-19T00:00:00Z,Alappuzha,Point(76.328611111 9.497777777),2020-10-09T00:00:00Z,Alappuzha,Point(76.328611111 9.497777777),,male,"9.497777777,76.328611111","9.497777777,76.328611111"
Nitesh Pandey,1973-01-17T00:00:00Z,Kumaon division,Point(79.7 29.6),2023-05-24T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"29.6,79.7","19.075833333,72.8775"
Prashant Bhargava,1973-01-12T00:00:00Z,Chicago,Point(-87.627777777 41.881944444),2015-05-15T00:00:00Z,New York City,Point(-74.006111111 40.712777777),,male,"41.881944444,-87.627777777","40.712777777,-74.006111111"
Prashant Bhargava,1973-01-12T00:00:00Z,Chicago,Point(-87.627777777 41.881944444),2015-05-16T00:00:00Z,New York City,Point(-74.006111111 40.712777777),,male,"41.881944444,-87.627777777","40.712777777,-74.006111111"
Sai Kaleshwar,1973-01-08T00:00:00Z,Madhavaram,Point(80.24 13.15),2012-03-15T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.15,80.24","12.9791198,77.5912997"
Guruprasad,1972-11-02T00:00:00Z,Kanakapura,Point(77.42 12.546666666),2024-10-30T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.546666666,77.42","12.9791198,77.5912997"
Guruprasad,1972-11-02T00:00:00Z,Kanakapura,Point(77.417 12.55),2024-10-30T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.55,77.417","12.9791198,77.5912997"
Rasika Joshi,1972-09-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2011-07-07T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"19.075833333,72.8775","19.075833333,72.8775"
Barun Biswas,1972-09-12T00:00:00Z,North 24 Parganas district,Point(88.483333333 22.716666666),2012-07-05T00:00:00Z,Gobardanga,Point(88.76 22.87),,male,"22.716666666,88.483333333","22.87,88.76"
Amit Pawar,1972-09-11T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2010-02-20T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Mariappan Saravanan,1972-08-10T00:00:00Z,Rameswaram,Point(79.3 9.28),1999-05-29T00:00:00Z,Kargil district,Point(76.4 34.016666666),,male,"9.28,79.3","34.016666666,76.4"
Soundarya,1972-07-18T00:00:00Z,Mulbagal,Point(78.4 13.1667),2004-04-17T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,female,"13.1667,78.4","12.9791198,77.5912997"
Gajender Singh,1972-07-01T00:00:00Z,Dehradun,Point(78.029 30.318),2008-11-28T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"30.318,78.029","19.075833333,72.8775"
Anil P Nedumangad,1972-05-30T00:00:00Z,Nedumangad,Point(77.0 8.6),2020-12-25T00:00:00Z,Malankara Dam,Point(76.74472222 9.85277778),,male,"8.6,77.0","9.85277778,76.74472222"
Hema Upadhyay,1972-05-18T00:00:00Z,Vadodara,Point(73.2 22.3),2015-12-11T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"22.3,73.2","19.075833333,72.8775"
Laishram Jyotin Singh,1972-05-14T00:00:00Z,Manipur,Point(93.94 24.81),2010-02-26T00:00:00Z,Kabul,Point(69.165833333 34.532777777),,male,"24.81,93.94","34.532777777,69.165833333"
Kavi Kumar Azad,1972-05-12T00:00:00Z,Sasaram,Point(84.03 24.95),2018-07-09T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"24.95,84.03","19.075833333,72.8775"
Ashwini Ekbote,1972-01-05T00:00:00Z,Pune,Point(73.855287 18.519574),2016-10-22T00:00:00Z,Pune,Point(73.855287 18.519574),,female,"18.519574,73.855287","18.519574,73.855287"
Raj Brar,1972-01-03T00:00:00Z,Moga district,Point(75.17 30.82),2016-12-31T00:00:00Z,Chandigarh,Point(76.791111111 30.735277777),,male,"30.82,75.17","30.735277777,76.791111111"
Raj Brar,1972-01-03T00:00:00Z,Moga district,Point(75.17 30.82),2016-12-31T00:00:00Z,Chandigarh,Point(76.788333333 30.736388888),,male,"30.82,75.17","30.736388888,76.788333333"
Akku Yadav,1972-01-01T00:00:00Z,India,Point(83.0 22.8),2004-08-13T00:00:00Z,Nagpur,Point(79.080555555 21.149722222),,male,"22.8,83.0","21.149722222,79.080555555"
Veenu Paliwal,1972-01-01T00:00:00Z,Jaipur,Point(75.82 26.915),2016-04-12T00:00:00Z,Gyaraspur,Point(78.111722222 23.665472222),,female,"26.915,75.82","23.665472222,78.111722222"
Sachy,1972-01-01T00:00:00Z,Kodungallur,Point(76.22 10.22),2020-06-18T00:00:00Z,Jubilee Mission Medical College and Research Institute,Point(76.2263 10.5205),,male,"10.22,76.22","10.5205,76.2263"
K Madhukar Shetty,1971-12-17T00:00:00Z,Udupi district,Point(74.75 13.35),2018-12-28T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"13.35,74.75","17.361666666,78.474722222"
K Madhukar Shetty,1971-12-17T00:00:00Z,Udupi district,Point(74.87 13.5),2018-12-28T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"13.5,74.87","17.361666666,78.474722222"
Mekapati Goutham Reddy,1971-11-02T00:00:00Z,Nellore,Point(79.966666666 14.433333333),2022-02-21T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"14.433333333,79.966666666","17.361666666,78.474722222"
Kalika Prasad Bhattacharya,1971-09-11T00:00:00Z,Silchar,Point(92.8 24.816666666),2017-03-07T00:00:00Z,Gurap,Point(88.12185 23.03389),,male,"24.816666666,92.8","23.03389,88.12185"
Pendyala Vamsikrishna,1971-06-15T00:00:00Z,Chennai,Point(80.275 13.0825),2001-09-11T00:00:00Z,World Trade Center,Point(-74.013186069 40.7121365),,male,"13.0825,80.275","40.7121365,-74.013186069"
Carlton Chapman,1971-04-13T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),2020-10-12T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.9791198,77.5912997","12.9791198,77.5912997"
Mark Juddery,1971-03-09T00:00:00Z,Canberra,Point(149.126944444 -35.293055555),2015-01-13T00:00:00Z,Canberra,Point(149.126944444 -35.293055555),,male,"-35.293055555,149.126944444","-35.293055555,149.126944444"
Sayan Mukherjee,1971-03-08T00:00:00Z,Kolkata,Point(88.37 22.5675),2025-03-31T00:00:00Z,Leipzig,Point(12.3747329 51.3406321),,male,"22.5675,88.37","51.3406321,12.3747329"
Monisha,1971-01-24T00:00:00Z,Panniyankara,Point(76.45 10.58333333),1992-12-05T00:00:00Z,Cherthala,Point(76.342589113 9.686210395),,female,"10.58333333,76.45","9.686210395,76.342589113"
Bindy Johal,1971-01-14T00:00:00Z,Punjab,Point(75.466666666 30.766666666),1998-12-20T00:00:00Z,Vancouver,Point(-123.113888888 49.260833333),,male,"30.766666666,75.466666666","49.260833333,-123.113888888"
Kalabhavan Mani,1971-01-01T00:00:00Z,Chalakudy,Point(76.33 10.3),2016-03-06T00:00:00Z,Kochi,Point(76.283333333 9.966666666),,male,"10.3,76.33","9.966666666,76.283333333"
Rajvinder Kaur Gill,1971-01-01T00:00:00Z,Punjab,Point(75.466666666 30.766666666),2012-08-31T00:00:00Z,Sheikhupura,Point(74.0 31.708333333),,female,"30.766666666,75.466666666","31.708333333,74.0"
Amrita Chaudhry,1971-01-01T00:00:00Z,Jalandhar,Point(75.579166666 31.325555555),2012-10-22T00:00:00Z,Ludhiana,Point(75.848611111 30.908333333),,female,"31.325555555,75.579166666","30.908333333,75.848611111"
Arputhan,1971-01-01T00:00:00Z,Tamil Nadu,Point(79.0 11.0),2023-11-07T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"11.0,79.0","13.0825,80.275"
Rajesh Singh Adhikari,1970-12-25T00:00:00Z,Uttar Pradesh,Point(80.91 26.85),1999-05-30T00:00:00Z,Kargil district,Point(76.4 34.016666666),,male,"26.85,80.91","34.016666666,76.4"
Mukul Dev,1970-11-30T00:00:00Z,Delhi,Point(77.216666666 28.666666666),2025-05-23T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"28.666666666,77.216666666","28.666666666,77.216666666"
Bappaditya Bandopadhyay,1970-08-28T00:00:00Z,Kolkata,Point(88.37 22.5675),2015-11-07T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
Priyadarshini Mattoo,1970-07-23T00:00:00Z,Srinagar,Point(74.806111111 34.091111111),1996-01-23T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"34.091111111,74.806111111","28.613888888,77.208888888"
Neil Nongkynrih,1970-07-09T00:00:00Z,Shillong,Point(91.878888888 25.574444444),2022-01-05T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"25.574444444,91.878888888","19.075833333,72.8775"
Nishikant Kamat,1970-06-17T00:00:00Z,Malvan,Point(73.468752777 16.056536111),2020-08-17T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"16.056536111,73.468752777","17.361666666,78.474722222"
Siddhartha Mishra,1970-06-14T00:00:00Z,Puri,Point(85.816666666 19.8),2012-10-30T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"19.8,85.816666666","13.0825,80.275"
Nilesh Naik,1970-05-22T00:00:00Z,Savoi Verem,Point(74.018991666 15.480461111),1995-01-23T00:00:00Z,Ponda,Point(74.02 15.4),,male,"15.480461111,74.018991666","15.4,74.02"
Rajesh Joshi,1970-04-01T00:00:00Z,Mahad,Point(73.417 18.083),1998-01-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"18.083,73.417","19.075833333,72.8775"
Kamal Sharma,1970-03-17T00:00:00Z,Firozpur,Point(74.6 30.9166),2019-10-27T00:00:00Z,Firozpur,Point(74.6 30.9166),,male,"30.9166,74.6","30.9166,74.6"
Anjali Gupta,1970-01-01T00:00:00Z,Delhi,Point(77.216666666 28.666666666),2011-09-11T00:00:00Z,Bhopal,Point(77.416666666 23.25),,female,"28.666666666,77.216666666","23.25,77.416666666"
Anjali Gupta,1970-01-01T00:00:00Z,Delhi,Point(77.216666666 28.666666666),2011-09-11T00:00:00Z,Bhopal,Point(77.40289 23.25469),,female,"28.666666666,77.216666666","23.25469,77.40289"
Faraz Khan,1970-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2020-11-04T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"19.075833333,72.8775","12.9791198,77.5912997"
Rambeer Singh Tomar,1970-01-01T00:00:00Z,Uttar Pradesh,Point(80.91 26.85),2001-01-01T00:00:00Z,Doda district,Point(75.547816666 33.145733333),,male,"26.85,80.91","33.145733333,75.547816666"
Rambeer Singh Tomar,1970-01-01T00:00:00Z,Uttar Pradesh,Point(80.91 26.85),2001-01-01T00:00:00Z,Doda district,Point(75.6497 33.10081),,male,"26.85,80.91","33.10081,75.6497"
Rakesh Deewana,1969-12-31T00:00:00Z,Hathras,Point(78.03 27.36),2014-04-27T00:00:00Z,Indore,Point(75.847222222 22.720555555),,male,"27.36,78.03","22.720555555,75.847222222"
Venu Madhav,1969-12-30T00:00:00Z,Kodad,Point(79.965277777 16.997777777),2019-09-25T00:00:00Z,Secunderabad,Point(78.5 17.45),,male,"16.997777777,79.965277777","17.45,78.5"
Venu Madhav,1969-12-30T00:00:00Z,Kodad,Point(79.9656 16.9985),2019-09-25T00:00:00Z,Secunderabad,Point(78.5 17.45),,male,"16.9985,79.9656","17.45,78.5"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada,Point(83.416666666 19.166666666),2010-01-04T00:00:00Z,Rayagada district,Point(83.416 19.166),,male,"19.166666666,83.416666666","19.166,83.416"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada,Point(83.416666666 19.166666666),2010-10-04T00:00:00Z,Rayagada district,Point(83.416 19.166),,male,"19.166666666,83.416666666","19.166,83.416"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.416 19.166),2010-01-04T00:00:00Z,Rayagada district,Point(83.416 19.166),,male,"19.166,83.416","19.166,83.416"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.416 19.166),2010-10-04T00:00:00Z,Rayagada district,Point(83.416 19.166),,male,"19.166,83.416","19.166,83.416"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.5 19.4),2010-01-04T00:00:00Z,Rayagada district,Point(83.416 19.166),,male,"19.4,83.5","19.166,83.416"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.5 19.4),2010-10-04T00:00:00Z,Rayagada district,Point(83.416 19.166),,male,"19.4,83.5","19.166,83.416"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada,Point(83.416666666 19.166666666),2010-01-04T00:00:00Z,Rayagada district,Point(83.5 19.4),,male,"19.166666666,83.416666666","19.4,83.5"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada,Point(83.416666666 19.166666666),2010-10-04T00:00:00Z,Rayagada district,Point(83.5 19.4),,male,"19.166666666,83.416666666","19.4,83.5"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.416 19.166),2010-01-04T00:00:00Z,Rayagada district,Point(83.5 19.4),,male,"19.166,83.416","19.4,83.5"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.416 19.166),2010-10-04T00:00:00Z,Rayagada district,Point(83.5 19.4),,male,"19.166,83.416","19.4,83.5"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.5 19.4),2010-01-04T00:00:00Z,Rayagada district,Point(83.5 19.4),,male,"19.4,83.5","19.4,83.5"
Siba Prasad Gantayat,1969-12-15T00:00:00Z,Rayagada district,Point(83.5 19.4),2010-10-04T00:00:00Z,Rayagada district,Point(83.5 19.4),,male,"19.4,83.5","19.4,83.5"
Aisha de Sequeira,1969-11-22T00:00:00Z,Goa,Point(74.043333333 15.401944444),2020-12-10T00:00:00Z,New York City,Point(-74.006111111 40.712777777),,female,"15.401944444,74.043333333","40.712777777,-74.006111111"
Ashraful Haque,1969-11-03T00:00:00Z,Assam,Point(93.0 26.0),2015-02-17T00:00:00Z,Andheri,Point(72.846944444 19.119166666),,male,"26.0,93.0","19.119166666,72.846944444"
Meenakshi Dhar,1969-10-26T00:00:00Z,Debagarh,Point(84.73 21.53),2021-05-21T00:00:00Z,Rourkela,Point(84.882777777 22.249166666),,female,"21.53,84.73","22.249166666,84.882777777"
Sneha Anne Philip,1969-10-07T00:00:00Z,Kerala,Point(76.3 10.0),2001-09-11T00:00:00Z,World Trade Center,Point(-74.0125 40.711388888),,female,"10.0,76.3","40.711388888,-74.0125"
Kalikho Pul,1969-07-20T00:00:00Z,Hawai,Point(96.800833333 27.885833333),2016-08-09T00:00:00Z,Itanagar,Point(93.62 27.1),,male,"27.885833333,96.800833333","27.1,93.62"
Afzal Guru,1969-06-30T00:00:00Z,Baramulla district,Point(74.3636 34.198),2013-02-09T00:00:00Z,Tihar Jail,Point(77.100555555 28.6175),,male,"34.198,74.3636","28.6175,77.100555555"
